id,monto_de_recuperacion_esperado,monto_de_recuperacion_real,estrategia_de_recuperacion,edad,sexo
344,1223,888.3704362,Nivel 1 de Recuperacion,33,Femenino
739,1223,1554.205176,Nivel 1 de Recuperacion,29,Femenino
476,1224,1340.019357,Nivel 1 de Recuperacion,20,Masculino
1581,1224,918.8739874,Nivel 1 de Recuperacion,26,Masculino
1091,1229,868.4430788,Nivel 1 de Recuperacion,34,Masculino
1287,1229,1009.698859,Nivel 1 de Recuperacion,31,Femenino
1668,1229,1188.073787,Nivel 1 de Recuperacion,32,Masculino
1067,1231,1511.727033,Nivel 1 de Recuperacion,35,Masculino
1506,1235,1012.129778,Nivel 1 de Recuperacion,26,Femenino
225,1236,1435.338461,Nivel 1 de Recuperacion,23,Masculino
155,1237,1032.191594,Nivel 1 de Recuperacion,24,Femenino
99,1239,1018.533542,Nivel 1 de Recuperacion,28,Masculino
735,1239,1314.268457,Nivel 1 de Recuperacion,20,Masculino
1589,1239,1466.449623,Nivel 1 de Recuperacion,33,Femenino
40,1240,1872.401301,Nivel 1 de Recuperacion,24,Femenino
905,1240,1035.016451,Nivel 1 de Recuperacion,29,Masculino
1900,1241,641.0468822,Nivel 1 de Recuperacion,28,Masculino
700,1242,989.0017949,Nivel 1 de Recuperacion,27,Femenino
1487,1243,944.3154286,Nivel 1 de Recuperacion,23,Masculino
1766,1245,936.6669203,Nivel 1 de Recuperacion,35,Masculino
194,1246,1421.184927,Nivel 1 de Recuperacion,28,Femenino
951,1246,1777.956614,Nivel 1 de Recuperacion,35,Masculino
1826,1247,647.224966,Nivel 1 de Recuperacion,31,Masculino
525,1249,1102.388664,Nivel 1 de Recuperacion,40,Masculino
447,1250,731.5436418,Nivel 1 de Recuperacion,26,Masculino
1099,1252,1048.11721,Nivel 1 de Recuperacion,40,Masculino
1486,1252,1138.954756,Nivel 1 de Recuperacion,22,Masculino
1612,1253,1707.641719,Nivel 1 de Recuperacion,36,Femenino
83,1254,949.1550389,Nivel 1 de Recuperacion,32,Masculino
1017,1254,1089.0856,Nivel 1 de Recuperacion,30,Femenino
1304,1254,896.3538681,Nivel 1 de Recuperacion,30,Femenino
1255,1255,1456.601421,Nivel 1 de Recuperacion,37,Masculino
1804,1255,946.4892898,Nivel 1 de Recuperacion,24,Masculino
1931,1259,1374.817669,Nivel 1 de Recuperacion,37,Masculino
472,1260,945.2785997,Nivel 1 de Recuperacion,18,Masculino
120,1261,994.8727434,Nivel 1 de Recuperacion,23,Masculino
1279,1262,1494.057824,Nivel 1 de Recuperacion,31,Femenino
1400,1264,1404.864225,Nivel 1 de Recuperacion,38,Femenino
886,1268,972.1030115,Nivel 1 de Recuperacion,35,Femenino
1253,1268,1524.611848,Nivel 1 de Recuperacion,26,Femenino
1540,1270,1411.395027,Nivel 1 de Recuperacion,27,Masculino
1709,1270,1645.130101,Nivel 1 de Recuperacion,20,Femenino
1901,1270,1098.377344,Nivel 1 de Recuperacion,32,Femenino
1632,1271,1925.586188,Nivel 1 de Recuperacion,20,Femenino
1352,1273,1329.835794,Nivel 1 de Recuperacion,30,Masculino
1176,1275,1223.964818,Nivel 1 de Recuperacion,29,Masculino
1224,1276,1131.371171,Nivel 1 de Recuperacion,42,Femenino
1622,1276,1716.283198,Nivel 1 de Recuperacion,29,Masculino
808,1279,1545.219301,Nivel 1 de Recuperacion,27,Masculino
1004,1279,842.8913838,Nivel 1 de Recuperacion,20,Femenino
1495,1280,1125.475651,Nivel 1 de Recuperacion,19,Femenino
1989,1286,803.9469564,Nivel 1 de Recuperacion,18,Femenino
938,1288,974.4056754,Nivel 1 de Recuperacion,18,Femenino
1463,1288,1022.62739,Nivel 1 de Recuperacion,23,Femenino
298,1289,1016.640407,Nivel 1 de Recuperacion,35,Masculino
576,1292,1034.820433,Nivel 1 de Recuperacion,21,Masculino
1925,1294,768.3337318,Nivel 1 de Recuperacion,25,Femenino
2026,1294,616.4800434,Nivel 1 de Recuperacion,28,Masculino
1586,1295,1182.485186,Nivel 1 de Recuperacion,35,Masculino
165,1297,614.6115411,Nivel 1 de Recuperacion,21,Masculino
230,1300,800.4059839,Nivel 1 de Recuperacion,19,Masculino
864,1301,1116.555554,Nivel 1 de Recuperacion,19,Femenino
1006,1301,1282.065838,Nivel 1 de Recuperacion,28,Masculino
1844,1301,1039.361529,Nivel 1 de Recuperacion,34,Femenino
303,1302,819.1050617,Nivel 1 de Recuperacion,25,Masculino
602,1304,640.4685267,Nivel 1 de Recuperacion,30,Masculino
994,1304,1284.516643,Nivel 1 de Recuperacion,31,Femenino
1237,1304,756.1959025,Nivel 1 de Recuperacion,31,Masculino
584,1305,1207.255122,Nivel 1 de Recuperacion,32,Femenino
1671,1305,1045.143226,Nivel 1 de Recuperacion,40,Masculino
1129,1306,1277.182077,Nivel 1 de Recuperacion,34,Femenino
378,1307,1045.331523,Nivel 1 de Recuperacion,28,Masculino
1026,1307,921.0172869,Nivel 1 de Recuperacion,22,Femenino
516,1308,1521.661381,Nivel 1 de Recuperacion,40,Masculino
1673,1311,1938.557167,Nivel 1 de Recuperacion,42,Masculino
1895,1312,1025.139774,Nivel 1 de Recuperacion,19,Masculino
1128,1314,954.8662328,Nivel 1 de Recuperacion,25,Masculino
1810,1319,981.4534971,Nivel 1 de Recuperacion,25,Masculino
611,1320,1105.055624,Nivel 1 de Recuperacion,40,Femenino
1182,1322,1660.312889,Nivel 1 de Recuperacion,27,Masculino
1997,1322,705.468397,Nivel 1 de Recuperacion,27,Masculino
471,1326,1130.218262,Nivel 1 de Recuperacion,33,Femenino
1873,1326,1286.665758,Nivel 1 de Recuperacion,32,Femenino
896,1327,671.293442,Nivel 1 de Recuperacion,31,Masculino
946,1327,1333.050574,Nivel 1 de Recuperacion,33,Femenino
1398,1328,962.151423,Nivel 1 de Recuperacion,29,Femenino
1233,1329,1429.997143,Nivel 1 de Recuperacion,43,Masculino
1891,1329,712.6722126,Nivel 1 de Recuperacion,22,Masculino
1338,1331,1106.675867,Nivel 1 de Recuperacion,35,Masculino
958,1332,1278.528584,Nivel 1 de Recuperacion,30,Femenino
1526,1335,1074.968964,Nivel 1 de Recuperacion,32,Masculino
1917,1336,1148.743613,Nivel 1 de Recuperacion,34,Masculino
74,1337,1121.243877,Nivel 1 de Recuperacion,29,Masculino
1634,1338,862.7622359,Nivel 1 de Recuperacion,26,Masculino
577,1339,1042.522246,Nivel 1 de Recuperacion,37,Masculino
642,1342,1958.864988,Nivel 1 de Recuperacion,43,Masculino
868,1343,1101.131329,Nivel 1 de Recuperacion,19,Masculino
207,1345,1351.839,Nivel 1 de Recuperacion,29,Femenino
870,1347,1103.907577,Nivel 1 de Recuperacion,25,Masculino
1481,1347,1403.206105,Nivel 1 de Recuperacion,18,Femenino
1114,1348,1263.61425,Nivel 1 de Recuperacion,31,Masculino
1791,1350,1183.951324,Nivel 1 de Recuperacion,41,Masculino
1222,1352,700.1352224,Nivel 1 de Recuperacion,23,Femenino
1315,1352,1311.409337,Nivel 1 de Recuperacion,22,Masculino
1807,1352,731.5646341,Nivel 1 de Recuperacion,26,Femenino
1950,1353,961.7995192,Nivel 1 de Recuperacion,24,Masculino
184,1354,1194.31842,Nivel 1 de Recuperacion,31,Masculino
1878,1354,1509.994178,Nivel 1 de Recuperacion,21,Masculino
651,1355,1829.535504,Nivel 1 de Recuperacion,28,Femenino
1983,1355,1026.966077,Nivel 1 de Recuperacion,31,Femenino
737,1356,2031.751803,Nivel 1 de Recuperacion,28,Masculino
1499,1356,1762.230756,Nivel 1 de Recuperacion,23,Masculino
538,1358,1098.817668,Nivel 1 de Recuperacion,34,Masculino
1954,1359,905.6831387,Nivel 1 de Recuperacion,29,Femenino
338,1360,657.4232036,Nivel 1 de Recuperacion,23,Femenino
22,1361,1095.995113,Nivel 1 de Recuperacion,35,Masculino
1699,1361,1856.082886,Nivel 1 de Recuperacion,38,Femenino
1239,1362,1811.405116,Nivel 1 de Recuperacion,42,Masculino
1102,1363,1695.640651,Nivel 1 de Recuperacion,43,Femenino
1111,1363,1290.589231,Nivel 1 de Recuperacion,39,Femenino
582,1369,1220.492185,Nivel 1 de Recuperacion,20,Femenino
1626,1370,1261.204987,Nivel 1 de Recuperacion,35,Femenino
86,1373,1212.121908,Nivel 1 de Recuperacion,35,Masculino
798,1374,2119.583219,Nivel 1 de Recuperacion,27,Femenino
1519,1378,1104.669122,Nivel 1 de Recuperacion,35,Masculino
762,1380,784.5059284,Nivel 1 de Recuperacion,24,Masculino
1920,1380,932.1284449,Nivel 1 de Recuperacion,32,Masculino
1982,1385,1124.043772,Nivel 1 de Recuperacion,25,Masculino
802,1386,1603.162435,Nivel 1 de Recuperacion,31,Masculino
887,1386,1214.884823,Nivel 1 de Recuperacion,29,Masculino
1075,1386,1522.946867,Nivel 1 de Recuperacion,38,Masculino
1208,1386,1003.365286,Nivel 1 de Recuperacion,35,Masculino
1651,1386,1723.644624,Nivel 1 de Recuperacion,48,Masculino
779,1393,1177.391422,Nivel 1 de Recuperacion,43,Femenino
1883,1393,1295.321567,Nivel 1 de Recuperacion,33,Femenino
232,1400,921.9166015,Nivel 1 de Recuperacion,22,Masculino
1563,1401,953.2696212,Nivel 1 de Recuperacion,21,Femenino
1087,1404,1254.485329,Nivel 1 de Recuperacion,30,Femenino
1332,1407,1171.459266,Nivel 1 de Recuperacion,21,Femenino
677,1408,1763.186955,Nivel 1 de Recuperacion,29,Femenino
825,1408,1223.401403,Nivel 1 de Recuperacion,36,Femenino
1010,1409,1324.92227,Nivel 1 de Recuperacion,39,Femenino
337,1412,944.5833672,Nivel 1 de Recuperacion,31,Masculino
1483,1413,1582.973608,Nivel 1 de Recuperacion,24,Masculino
1991,1414,1334.746905,Nivel 1 de Recuperacion,39,Femenino
1973,1415,1153.52381,Nivel 1 de Recuperacion,30,Masculino
14,1416,1148.242783,Nivel 1 de Recuperacion,33,Femenino
975,1416,2025.375857,Nivel 1 de Recuperacion,47,Femenino
1999,1416,1811.184382,Nivel 1 de Recuperacion,23,Femenino
1614,1419,956.7491255,Nivel 1 de Recuperacion,28,Masculino
1985,1419,1266.757063,Nivel 1 de Recuperacion,23,Femenino
364,1421,1928.022842,Nivel 1 de Recuperacion,22,Femenino
1489,1425,1198.202461,Nivel 1 de Recuperacion,28,Femenino
1543,1425,1208.300896,Nivel 1 de Recuperacion,36,Masculino
1808,1426,1013.756986,Nivel 1 de Recuperacion,19,Masculino
169,1428,1147.902585,Nivel 1 de Recuperacion,28,Femenino
698,1429,1261.506377,Nivel 1 de Recuperacion,21,Femenino
1734,1429,1066.885645,Nivel 1 de Recuperacion,31,Femenino
1093,1434,1039.793091,Nivel 1 de Recuperacion,18,Masculino
1655,1434,1190.085536,Nivel 1 de Recuperacion,41,Masculino
357,1436,1150.011798,Nivel 1 de Recuperacion,29,Femenino
1610,1437,1378.536789,Nivel 1 de Recuperacion,39,Masculino
1505,1438,1600.301377,Nivel 1 de Recuperacion,30,Femenino
481,1439,1078.27469,Nivel 1 de Recuperacion,45,Masculino
122,1440,1242.754519,Nivel 1 de Recuperacion,19,Masculino
299,1441,722.4840015,Nivel 1 de Recuperacion,29,Masculino
1611,1441,1171.246086,Nivel 1 de Recuperacion,22,Femenino
950,1443,1307.53409,Nivel 1 de Recuperacion,25,Femenino
989,1444,1496.31006,Nivel 1 de Recuperacion,28,Masculino
1451,1444,2180.807521,Nivel 1 de Recuperacion,32,Masculino
1771,1445,1137.116763,Nivel 1 de Recuperacion,29,Femenino
220,1458,1280.586164,Nivel 1 de Recuperacion,40,Masculino
2003,1458,976.2631771,Nivel 1 de Recuperacion,28,Femenino
1510,1467,1376.214967,Nivel 1 de Recuperacion,28,Femenino
1276,1468,1180.51233,Nivel 1 de Recuperacion,35,Femenino
1307,1468,1220.074733,Nivel 1 de Recuperacion,32,Femenino
1801,1468,1129.113969,Nivel 1 de Recuperacion,30,Femenino
179,1470,1126.502294,Nivel 1 de Recuperacion,28,Masculino
1964,1471,1164.334135,Nivel 1 de Recuperacion,29,Femenino
159,1473,656.029336,Nivel 1 de Recuperacion,34,Femenino
853,1473,1871.546755,Nivel 1 de Recuperacion,20,Femenino
464,1475,1013.704233,Nivel 1 de Recuperacion,29,Femenino
894,1476,826.2473362,Nivel 1 de Recuperacion,29,Masculino
1044,1476,2283.955853,Nivel 1 de Recuperacion,37,Masculino
727,1478,2092.595319,Nivel 1 de Recuperacion,24,Femenino
359,1481,1230.649431,Nivel 1 de Recuperacion,32,Femenino
1285,1481,1449.713653,Nivel 1 de Recuperacion,24,Femenino
1553,1481,1229.614336,Nivel 1 de Recuperacion,40,Femenino
1876,1481,1432.155328,Nivel 1 de Recuperacion,23,Femenino
964,1482,1570.194465,Nivel 1 de Recuperacion,32,Masculino
523,1487,1071.993712,Nivel 1 de Recuperacion,33,Masculino
1236,1487,705.4593813,Nivel 1 de Recuperacion,25,Femenino
819,1490,1519.863498,Nivel 1 de Recuperacion,22,Femenino
489,1491,1021.051762,Nivel 1 de Recuperacion,27,Femenino
892,1491,1223.493153,Nivel 1 de Recuperacion,32,Femenino
1384,1491,1027.370522,Nivel 1 de Recuperacion,36,Femenino
1450,1492,2417.504985,Nivel 1 de Recuperacion,41,Femenino
180,1494,698.2502952,Nivel 1 de Recuperacion,24,Masculino
1905,1494,1139.464754,Nivel 1 de Recuperacion,41,Femenino
1347,1497,1137.186652,Nivel 1 de Recuperacion,22,Femenino
1704,1499,1998.85006,Nivel 1 de Recuperacion,18,Masculino
148,1500,783.4688167,Nivel 1 de Recuperacion,27,Masculino
1045,1500,1220.62661,Nivel 1 de Recuperacion,24,Masculino
203,1505,1298.544636,Nivel 1 de Recuperacion,32,Masculino
1177,1508,1643.605456,Nivel 1 de Recuperacion,24,Femenino
775,1509,1218.913766,Nivel 1 de Recuperacion,27,Femenino
1195,1509,1352.075851,Nivel 1 de Recuperacion,18,Masculino
654,1510,2567.265621,Nivel 1 de Recuperacion,26,Femenino
1855,1512,1360.803302,Nivel 1 de Recuperacion,34,Masculino
850,1515,1209.640247,Nivel 1 de Recuperacion,37,Femenino
657,1516,2318.105449,Nivel 1 de Recuperacion,24,Femenino
1832,1516,780.1929546,Nivel 1 de Recuperacion,28,Femenino
287,1521,990.9491064,Nivel 1 de Recuperacion,26,Masculino
766,1522,1039.162449,Nivel 1 de Recuperacion,23,Femenino
1524,1522,1546.054175,Nivel 1 de Recuperacion,30,Masculino
1665,1522,2110.876294,Nivel 1 de Recuperacion,28,Masculino
733,1525,1785.238307,Nivel 1 de Recuperacion,33,Masculino
1293,1525,1217.709622,Nivel 1 de Recuperacion,19,Masculino
2010,1525,1595.550013,Nivel 1 de Recuperacion,27,Masculino
1551,1527,1022.399304,Nivel 1 de Recuperacion,31,Masculino
13,1528,1862.672904,Nivel 1 de Recuperacion,45,Femenino
570,1528,1611.217743,Nivel 1 de Recuperacion,48,Masculino
231,1529,941.0062658,Nivel 1 de Recuperacion,25,Femenino
826,1529,1872.769222,Nivel 1 de Recuperacion,35,Femenino
1739,1529,975.1500787,Nivel 1 de Recuperacion,32,Masculino
1212,1533,1234.277493,Nivel 1 de Recuperacion,48,Masculino
1877,1534,2875.723834,Nivel 1 de Recuperacion,27,Masculino
95,1537,1434.019592,Nivel 1 de Recuperacion,35,Femenino
961,1537,1400.290559,Nivel 1 de Recuperacion,24,Masculino
1416,1538,1188.803454,Nivel 1 de Recuperacion,20,Femenino
774,1541,1553.066998,Nivel 1 de Recuperacion,35,Masculino
1160,1545,1837.23014,Nivel 1 de Recuperacion,20,Femenino
888,1549,1128.011428,Nivel 1 de Recuperacion,30,Masculino
1387,1550,1288.352616,Nivel 1 de Recuperacion,19,Femenino
1316,1557,1334.951724,Nivel 1 de Recuperacion,41,Masculino
1464,1558,1776.243244,Nivel 1 de Recuperacion,43,Femenino
608,1562,689.9967613,Nivel 1 de Recuperacion,33,Masculino
692,1563,937.0190588,Nivel 1 de Recuperacion,34,Masculino
1914,1564,772.8418085,Nivel 1 de Recuperacion,31,Femenino
59,1565,1188.584332,Nivel 1 de Recuperacion,26,Femenino
764,1567,1083.02413,Nivel 1 de Recuperacion,19,Femenino
1277,1568,1205.996487,Nivel 1 de Recuperacion,21,Masculino
1592,1568,1795.962122,Nivel 1 de Recuperacion,34,Masculino
866,1569,1788.92096,Nivel 1 de Recuperacion,28,Masculino
1014,1570,1031.198653,Nivel 1 de Recuperacion,28,Femenino
1492,1571,1677.334795,Nivel 1 de Recuperacion,30,Masculino
830,1572,1142.273975,Nivel 1 de Recuperacion,42,Masculino
1608,1572,1309.93883,Nivel 1 de Recuperacion,29,Masculino
1984,1574,1801.253739,Nivel 1 de Recuperacion,35,Femenino
46,1577,1459.191947,Nivel 1 de Recuperacion,28,Femenino
121,1581,2150.555214,Nivel 1 de Recuperacion,33,Femenino
948,1582,1528.987767,Nivel 1 de Recuperacion,36,Femenino
1167,1582,1628.545997,Nivel 1 de Recuperacion,34,Femenino
561,1583,865.4346189,Nivel 1 de Recuperacion,32,Masculino
1441,1583,1178.440174,Nivel 1 de Recuperacion,32,Femenino
1434,1584,2508.839371,Nivel 1 de Recuperacion,52,Masculino
1639,1585,1774.558529,Nivel 1 de Recuperacion,44,Masculino
1500,1586,1518.362108,Nivel 1 de Recuperacion,29,Masculino
1735,1587,884.812734,Nivel 1 de Recuperacion,25,Masculino
2014,1587,1769.383295,Nivel 1 de Recuperacion,20,Femenino
695,1589,1119.463699,Nivel 1 de Recuperacion,27,Masculino
1796,1594,1082.731078,Nivel 1 de Recuperacion,19,Femenino
168,1595,739.1475396,Nivel 1 de Recuperacion,34,Masculino
505,1600,1571.12258,Nivel 1 de Recuperacion,37,Femenino
1404,1601,2474.534732,Nivel 1 de Recuperacion,18,Femenino
243,1602,766.183135,Nivel 1 de Recuperacion,26,Femenino
1530,1602,1269.878913,Nivel 1 de Recuperacion,34,Femenino
720,1605,1327.729902,Nivel 1 de Recuperacion,39,Masculino
136,1606,1360.381348,Nivel 1 de Recuperacion,29,Femenino
747,1610,1071.002655,Nivel 1 de Recuperacion,21,Femenino
1880,1610,1528.575907,Nivel 1 de Recuperacion,32,Masculino
1493,1614,1319.619313,Nivel 1 de Recuperacion,33,Masculino
1548,1614,990.5231645,Nivel 1 de Recuperacion,21,Femenino
871,1615,1348.85756,Nivel 1 de Recuperacion,22,Masculino
1576,1615,1360.153666,Nivel 1 de Recuperacion,41,Femenino
1427,1616,1182.775533,Nivel 1 de Recuperacion,40,Femenino
734,1620,727.1146096,Nivel 1 de Recuperacion,31,Masculino
876,1620,1258.444021,Nivel 1 de Recuperacion,30,Masculino
977,1620,1573.044517,Nivel 1 de Recuperacion,33,Masculino
1185,1621,1968.925733,Nivel 1 de Recuperacion,35,Masculino
435,1625,2606.177665,Nivel 1 de Recuperacion,20,Femenino
114,1626,1414.068948,Nivel 1 de Recuperacion,19,Masculino
1174,1626,2335.911899,Nivel 1 de Recuperacion,42,Masculino
777,1628,1411.792353,Nivel 1 de Recuperacion,42,Femenino
1902,1628,1116.278165,Nivel 1 de Recuperacion,43,Masculino
918,1631,1515.60449,Nivel 1 de Recuperacion,22,Femenino
245,1634,1022.350669,Nivel 1 de Recuperacion,39,Femenino
595,1634,1409.037692,Nivel 1 de Recuperacion,56,Masculino
736,1634,1463.345168,Nivel 1 de Recuperacion,30,Femenino
822,1634,1631.570471,Nivel 1 de Recuperacion,18,Femenino
1096,1638,1523.9505,Nivel 1 de Recuperacion,41,Masculino
1545,1638,1206.907385,Nivel 1 de Recuperacion,24,Femenino
1939,1640,1730.820615,Nivel 1 de Recuperacion,38,Femenino
1761,1642,2221.772348,Nivel 1 de Recuperacion,32,Femenino
1455,1646,1506.19879,Nivel 1 de Recuperacion,37,Femenino
1100,1650,1959.405372,Nivel 1 de Recuperacion,35,Femenino
259,1656,3266.266131,Nivel 1 de Recuperacion,41,Femenino
667,1658,1402.18412,Nivel 1 de Recuperacion,33,Femenino
1568,1658,2001.352062,Nivel 1 de Recuperacion,35,Masculino
1840,1659,1085.760216,Nivel 1 de Recuperacion,20,Femenino
1021,1660,1508.838442,Nivel 1 de Recuperacion,26,Femenino
1269,1660,1607.340516,Nivel 1 de Recuperacion,33,Masculino
351,1662,926.0379144,Nivel 1 de Recuperacion,26,Femenino
953,1663,1677.512084,Nivel 1 de Recuperacion,44,Femenino
1042,1663,1132.935539,Nivel 1 de Recuperacion,24,Femenino
1308,1663,1763.756606,Nivel 1 de Recuperacion,23,Masculino
282,1665,1149.894763,Nivel 1 de Recuperacion,35,Femenino
865,1666,2033.235854,Nivel 1 de Recuperacion,41,Femenino
483,1668,927.4788922,Nivel 1 de Recuperacion,30,Masculino
1602,1668,1765.350112,Nivel 1 de Recuperacion,20,Femenino
1918,1669,1773.964067,Nivel 1 de Recuperacion,30,Masculino
1702,1670,3042.789062,Nivel 1 de Recuperacion,21,Masculino
490,1681,1041.784016,Nivel 1 de Recuperacion,28,Femenino
1919,1682,1737.495599,Nivel 1 de Recuperacion,28,Masculino
593,1684,2278.627677,Nivel 1 de Recuperacion,45,Masculino
630,1686,1903.710409,Nivel 1 de Recuperacion,27,Femenino
450,1687,2777.804308,Nivel 1 de Recuperacion,32,Masculino
728,1688,2023.762683,Nivel 1 de Recuperacion,32,Femenino
1929,1689,1591.479965,Nivel 1 de Recuperacion,52,Masculino
151,1690,1205.135001,Nivel 1 de Recuperacion,29,Masculino
457,1691,685.5827034,Nivel 1 de Recuperacion,23,Femenino
16,1694,1829.859615,Nivel 1 de Recuperacion,22,Femenino
704,1697,1442.234316,Nivel 1 de Recuperacion,21,Masculino
1979,1698,1938.903991,Nivel 1 de Recuperacion,23,Masculino
791,1699,1977.199262,Nivel 1 de Recuperacion,20,Femenino
1924,1699,1303.729414,Nivel 1 de Recuperacion,33,Masculino
643,1700,1416.214868,Nivel 1 de Recuperacion,27,Femenino
1517,1702,1487.802633,Nivel 1 de Recuperacion,45,Masculino
1353,1704,1384.198203,Nivel 1 de Recuperacion,18,Masculino
382,1705,1200.714668,Nivel 1 de Recuperacion,20,Femenino
544,1705,1307.50291,Nivel 1 de Recuperacion,26,Masculino
814,1706,1616.176301,Nivel 1 de Recuperacion,38,Femenino
36,1709,2224.098663,Nivel 1 de Recuperacion,24,Masculino
580,1710,1350.842239,Nivel 1 de Recuperacion,33,Masculino
1888,1710,1256.072288,Nivel 1 de Recuperacion,31,Masculino
535,1711,2752.075985,Nivel 1 de Recuperacion,19,Femenino
1292,1712,1097.302526,Nivel 1 de Recuperacion,23,Masculino
246,1716,1324.911259,Nivel 1 de Recuperacion,36,Masculino
665,1716,1519.692974,Nivel 1 de Recuperacion,26,Femenino
897,1719,1101.779229,Nivel 1 de Recuperacion,43,Femenino
1429,1720,1042.227843,Nivel 1 de Recuperacion,32,Masculino
1767,1720,1648.1652,Nivel 1 de Recuperacion,29,Femenino
111,1721,1127.705685,Nivel 1 de Recuperacion,30,Femenino
1692,1721,1547.691331,Nivel 1 de Recuperacion,28,Femenino
789,1723,1265.287355,Nivel 1 de Recuperacion,30,Masculino
1458,1723,1561.125691,Nivel 1 de Recuperacion,39,Masculino
1016,1726,1609.663632,Nivel 1 de Recuperacion,24,Masculino
443,1728,1312.203604,Nivel 1 de Recuperacion,19,Masculino
1529,1728,1477.702855,Nivel 1 de Recuperacion,35,Masculino
469,1731,1205.222802,Nivel 1 de Recuperacion,33,Masculino
1599,1731,1102.561316,Nivel 1 de Recuperacion,25,Masculino
1534,1735,1065.101513,Nivel 1 de Recuperacion,36,Masculino
609,1738,992.4478714,Nivel 1 de Recuperacion,26,Femenino
498,1739,1348.560546,Nivel 1 de Recuperacion,34,Masculino
518,1739,1544.478814,Nivel 1 de Recuperacion,36,Masculino
1745,1740,1740.566398,Nivel 1 de Recuperacion,33,Femenino
341,1741,1112.732962,Nivel 1 de Recuperacion,28,Masculino
1944,1741,1051.410042,Nivel 1 de Recuperacion,31,Masculino
809,1743,2381.911411,Nivel 1 de Recuperacion,23,Femenino
2048,1746,1752.954284,Nivel 1 de Recuperacion,25,Masculino
1326,1751,1144.295105,Nivel 1 de Recuperacion,33,Masculino
1609,1752,2128.639009,Nivel 1 de Recuperacion,27,Femenino
1942,1752,1229.316034,Nivel 1 de Recuperacion,26,Masculino
1792,1754,1666.322316,Nivel 1 de Recuperacion,35,Femenino
115,1756,1120.688873,Nivel 1 de Recuperacion,20,Femenino
820,1757,1301.962942,Nivel 1 de Recuperacion,33,Masculino
1659,1762,1406.502304,Nivel 1 de Recuperacion,26,Masculino
1154,1768,1467.746075,Nivel 1 de Recuperacion,38,Masculino
519,1771,1738.530775,Nivel 1 de Recuperacion,20,Femenino
1325,1772,2249.029502,Nivel 1 de Recuperacion,20,Femenino
38,1773,2741.342187,Nivel 1 de Recuperacion,28,Femenino
1345,1773,1165.185881,Nivel 1 de Recuperacion,31,Masculino
1688,1774,1801.173354,Nivel 1 de Recuperacion,28,Femenino
295,1775,1473.311989,Nivel 1 de Recuperacion,40,Femenino
170,1776,1029.323825,Nivel 1 de Recuperacion,34,Femenino
479,1777,1560.464827,Nivel 1 de Recuperacion,34,Masculino
1729,1777,1715.247882,Nivel 1 de Recuperacion,49,Femenino
970,1780,1462.90395,Nivel 1 de Recuperacion,38,Femenino
352,1782,1047.995939,Nivel 1 de Recuperacion,29,Femenino
1079,1783,2229.611839,Nivel 1 de Recuperacion,39,Femenino
688,1786,1249.814582,Nivel 1 de Recuperacion,32,Femenino
145,1787,1093.30501,Nivel 1 de Recuperacion,24,Femenino
827,1787,2449.435444,Nivel 1 de Recuperacion,42,Masculino
1937,1789,1557.779826,Nivel 1 de Recuperacion,41,Masculino
514,1793,1178.835216,Nivel 1 de Recuperacion,18,Femenino
1256,1796,2047.20145,Nivel 1 de Recuperacion,32,Masculino
1442,1796,1748.330403,Nivel 1 de Recuperacion,40,Femenino
1598,1797,1437.731148,Nivel 1 de Recuperacion,30,Femenino
166,1798,1663.53663,Nivel 1 de Recuperacion,20,Masculino
504,1798,1338.677688,Nivel 1 de Recuperacion,33,Masculino
173,1801,1154.976176,Nivel 1 de Recuperacion,39,Femenino
1334,1804,1158.210451,Nivel 1 de Recuperacion,31,Femenino
682,1806,1242.868427,Nivel 1 de Recuperacion,31,Masculino
1402,1806,1501.185678,Nivel 1 de Recuperacion,23,Masculino
446,1808,1579.36875,Nivel 1 de Recuperacion,22,Femenino
844,1809,1507.072597,Nivel 1 de Recuperacion,34,Masculino
402,1810,1659.453669,Nivel 1 de Recuperacion,24,Femenino
1778,1810,1572.353215,Nivel 1 de Recuperacion,33,Masculino
569,1814,1023.712597,Nivel 1 de Recuperacion,37,Masculino
813,1815,2014.783216,Nivel 1 de Recuperacion,20,Femenino
1077,1818,1679.527395,Nivel 1 de Recuperacion,21,Femenino
1591,1820,2117.751733,Nivel 1 de Recuperacion,25,Masculino
969,1824,1505.542946,Nivel 1 de Recuperacion,35,Masculino
174,1826,907.5564779,Nivel 1 de Recuperacion,35,Femenino
965,1826,1696.968008,Nivel 1 de Recuperacion,36,Femenino
2054,1829,2216.847848,Nivel 1 de Recuperacion,31,Masculino
614,1831,1761.473904,Nivel 1 de Recuperacion,43,Masculino
1737,1837,1623.192811,Nivel 1 de Recuperacion,35,Femenino
239,1838,806.023877,Nivel 1 de Recuperacion,27,Masculino
973,1839,1820.196831,Nivel 1 de Recuperacion,25,Femenino
1348,1841,1609.0622,Nivel 1 de Recuperacion,38,Femenino
1681,1843,2070.971439,Nivel 1 de Recuperacion,32,Masculino
478,1847,950.986833,Nivel 1 de Recuperacion,35,Masculino
389,1852,1458.778207,Nivel 1 de Recuperacion,42,Femenino
2017,1852,1071.247598,Nivel 1 de Recuperacion,29,Masculino
653,1855,1931.723761,Nivel 1 de Recuperacion,37,Femenino
